Step,Current,VCell1,AhCha,AhDch
2.0,0.0,3.58958,0.0,0.0
4.0,0.0,3.58958,0.0,0.0
5.0,0.0,3.58942,0.0,0.0
5.0,0.0,3.58974,0.0,0.0
5.0,0.0,3.58942,0.0,0.0
5.0,0.0,3.58958,0.0,0.0
5.0,0.0,3.58958,0.0,0.0
5.0,0.0,3.58958,0.0,0.0
5.0,0.0,3.58958,0.0,0.0
5.0,0.0,3.58958,0.0,0.0
5.0,0.0,3.58958,0.0,0.0
5.0,0.0,3.58958,0.0,0.0
5.0,0.0,3.58974,0.0,0.0
5.0,0.0,3.58942,0.0,0.0
5.0,0.0,3.58942,0.0,0.0
5.0,0.0,3.58958,0.0,0.0
5.0,0.0,3.58926,0.0,0.0
5.0,0.0,3.58926,0.0,0.0
5.0,0.0,3.58926,0.0,0.0
5.0,0.0,3.58926,0.0,0.0
5.0,0.0,3.58958,0.0,0.0
5.0,0.0,3.58942,0.0,0.0
5.0,0.0,3.58958,0.0,0.0
5.0,0.0,3.58974,0.0,0.0
5.0,0.0,3.58926,0.0,0.0
5.0,0.0,3.58909,0.0,0.0
5.0,0.0,3.58909,0.0,0.0
5.0,0.0,3.58909,0.0,0.0
5.0,0.0,3.58893,0.0,0.0
5.0,0.0,3.58893,0.0,0.0
5.0,0.0,3.58909,0.0,0.0
5.0,0.0,3.58861,0.0,0.0
5.0,0.0,3.58861,0.0,0.0
5.0,0.0,3.58877,0.0,0.0
5.0,0.0,3.58893,0.0,0.0
5.0,0.0,3.58877,0.0,0.0
5.0,0.0,3.58893,0.0,0.0
5.0,0.0,3.58909,0.0,0.0
5.0,0.0,3.58893,0.0,0.0
5.0,0.0,3.58861,0.0,0.0
5.0,0.0,3.58861,0.0,0.0
5.0,0.0,3.58893,0.0,0.0
5.0,0.0,3.58893,0.0,0.0
5.0,0.0,3.58909,0.0,0.0
5.0,0.0,3.58877,0.0,0.0
5.0,0.0,3.58877,0.0,0.0
5.0,0.0,3.58893,0.0,0.0
5.0,0.0,3.58893,0.0,0.0
5.0,0.0,3.58893,0.0,0.0
5.0,0.0,3.58893,0.0,0.0
5.0,0.0,3.58909,0.0,0.0
5.0,0.0,3.58861,0.0,0.0
5.0,0.0,3.58861,0.0,0.0
5.0,0.0,3.58861,0.0,0.0
5.0,0.0,3.58861,0.0,0.0
5.0,0.0,3.58861,0.0,0.0
5.0,0.0,3.58861,0.0,0.0
5.0,0.0,3.58861,0.0,0.0
5.0,0.0,3.58845,0.0,0.0
5.0,0.0,3.58829,0.0,0.0
5.0,0.0,3.58861,0.0,0.0
5.0,0.0,3.58861,0.0,0.0
5.0,0.0,3.58877,0.0,0.0
5.0,0.0,3.58845,0.0,0.0
5.0,0.0,3.58829,0.0,0.0
5.0,0.0,3.58861,0.0,0.0
5.0,0.0,3.58877,0.0,0.0
5.0,0.0,3.58877,0.0,0.0
5.0,0.0,3.58861,0.0,0.0
5.0,0.0,3.58845,0.0,0.0
5.0,0.0,3.58829,0.0,0.0
5.0,0.0,3.58845,0.0,0.0
5.0,0.0,3.58845,0.0,0.0
5.0,0.0,3.58845,0.0,0.0
5.0,0.0,3.58829,0.0,0.0
5.0,0.0,3.58829,0.0,0.0
5.0,0.0,3.58845,0.0,0.0
5.0,0.0,3.58829,0.0,0.0
5.0,0.0,3.58861,0.0,0.0
5.0,0.0,3.58861,0.0,0.0
5.0,0.0,3.58829,0.0,0.0
5.0,0.0,3.58861,0.0,0.0
5.0,0.0,3.58845,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58829,0.0,0.0
5.0,0.0,3.58829,0.0,0.0
5.0,0.0,3.58829,0.0,0.0
5.0,0.0,3.58829,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58829,0.0,0.0
5.0,0.0,3.58829,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58829,0.0,0.0
5.0,0.0,3.58829,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58829,0.0,0.0
5.0,0.0,3.58829,0.0,0.0
5.0,0.0,3.58829,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58829,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58829,0.0,0.0
5.0,0.0,3.58829,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58829,0.0,0.0
5.0,0.0,3.58845,0.0,0.0
5.0,0.0,3.58829,0.0,0.0
5.0,0.0,3.58845,0.0,0.0
5.0,0.0,3.58829,0.0,0.0
5.0,0.0,3.58829,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58829,0.0,0.0
5.0,0.0,3.58845,0.0,0.0
5.0,0.0,3.58829,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58829,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58829,0.0,0.0
5.0,0.0,3.58829,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58829,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58829,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58829,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58829,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58829,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58829,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58829,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58829,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.58748,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.58748,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58748,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.58748,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.58812,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.58748,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.58748,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58748,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.58748,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.58748,0.0,0.0
5.0,0.0,3.58748,0.0,0.0
5.0,0.0,3.58732,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58748,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.58748,0.0,0.0
5.0,0.0,3.58732,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.58748,0.0,0.0
5.0,0.0,3.58796,0.0,0.0
5.0,0.0,3.58748,0.0,0.0
5.0,0.0,3.58732,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.58748,0.0,0.0
5.0,0.0,3.58732,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.58748,0.0,0.0
5.0,0.0,3.58748,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.58764,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.5878,0.0,0.0
5.0,0.0,3.58748,0.0,0.0
5.0,0.0,3.58748,0.0,0.0
5.0,0.0,3.58748,0.0,0.0
