time,step,voltage,current,chgAh,disAh
0,2,3.06912,-0.0,0,0.0
1,3,3.06912,-0.0,0,0.0
2,4,3.06912,-0.0,0,0.0
3,4,3.06912,-0.0,0,0.0
4,4,3.06928,-0.0,0,0.0
5,4,3.06944,-0.0,0,0.0
6,5,3.06928,-0.0,0,0.0
7,5,3.06928,-0.0,0,0.0
8,5,3.06912,-0.0,0,0.0
9,5,3.06944,-0.0,0,0.0
10,5,3.06944,-0.0,0,0.0
11,5,3.06928,-0.0,0,0.0
12,5,3.06928,-0.0,0,0.0
13,5,3.06944,-0.0,0,0.0
14,5,3.06944,-0.0,0,0.0
15,5,3.0696,-0.0,0,0.0
16,5,3.06944,-0.0,0,0.0
17,5,3.06912,-0.0,0,0.0
18,5,3.06928,-0.0,0,0.0
19,5,3.06895,-0.0,0,0.0
20,5,3.06912,-0.0,0,0.0
21,5,3.06928,-0.0,0,0.0
22,5,3.06928,-0.0,0,0.0
23,5,3.06944,-0.0,0,0.0
24,5,3.06928,-0.0,0,0.0
25,5,3.06912,-0.0,0,0.0
26,5,3.06912,-0.0,0,0.0
27,5,3.06928,-0.0,0,0.0
28,5,3.06944,-0.0,0,0.0
29,5,3.06944,-0.0,0,0.0
30,5,3.06944,-0.0,0,0.0
31,5,3.0696,-0.0,0,0.0
32,5,3.06944,-0.0,0,0.0
33,5,3.06944,-0.0,0,0.0
34,5,3.06928,-0.0,0,0.0
35,5,3.06944,-0.0,0,0.0
36,5,3.06928,-0.0,0,0.0
37,5,3.06944,-0.0,0,0.0
38,5,3.06928,-0.0,0,0.0
39,5,3.0696,-0.0,0,0.0
40,5,3.06944,-0.0,0,0.0
41,5,3.0696,-0.0,0,0.0
42,5,3.0696,-0.0,0,0.0
43,5,3.0696,-0.0,0,0.0
44,5,3.06928,-0.0,0,0.0
45,5,3.06928,-0.0,0,0.0
46,5,3.06928,-0.0,0,0.0
47,5,3.06912,-0.0,0,0.0
48,5,3.06895,-0.0,0,0.0
49,5,3.06912,-0.0,0,0.0
50,5,3.06895,-0.0,0,0.0
51,5,3.06928,-0.0,0,0.0
52,5,3.06928,-0.0,0,0.0
53,5,3.06928,-0.0,0,0.0
