time,step,voltage,current,chgAh,disAh
0,2,3.66797,-0.0,0.0,0.0
1,2,3.66813,-0.0,0.0,0.0
2,3,3.66813,-0.0,0.0,0.0
3,3,3.66813,-0.0,0.0,0.0
4,4,3.66797,-0.0,0.0,0.0
5,4,3.66765,-0.0,0.0,0.0
6,4,3.66781,-0.0,0.0,0.0
7,4,3.66765,-0.0,0.0,0.0
8,4,3.66749,-0.0,0.0,0.0
9,4,3.66765,-0.0,0.0,0.0
10,4,3.66733,-0.0,0.0,0.0
11,4,3.66733,-0.0,0.0,0.0
12,4,3.667,-0.0,0.0,0.0
13,4,3.667,-0.0,0.0,0.0
14,4,3.66668,-0.0,0.0,0.0
15,4,3.66668,-0.0,0.0,0.0
16,4,3.66684,-0.0,0.0,0.0
17,4,3.66652,-0.0,0.0,0.0
18,4,3.66668,-0.0,0.0,0.0
19,4,3.66636,-0.0,0.0,0.0
20,4,3.66603,-0.0,0.0,0.0
21,4,3.66619,-0.0,0.0,0.0
22,4,3.66603,-0.0,0.0,0.0
23,4,3.66603,-0.0,0.0,0.0
24,4,3.66555,-0.0,0.0,0.0
25,4,3.66539,-0.0,0.0,0.0
26,4,3.66555,-0.0,0.0,0.0
27,4,3.66539,-0.0,0.0,0.0
28,4,3.66506,-0.0,0.0,0.0
29,4,3.66506,-0.0,0.0,0.0
30,4,3.66474,-0.0,0.0,0.0
31,4,3.66506,-0.0,0.0,0.0
32,4,3.66474,-0.0,0.0,0.0
33,4,3.66458,-0.0,0.0,0.0
34,4,3.66458,-0.0,0.0,0.0
35,4,3.66442,-0.0,0.0,0.0
36,4,3.66425,-0.0,0.0,0.0
37,4,3.66377,-0.0,0.0,0.0
38,4,3.66377,-0.0,0.0,0.0
39,4,3.66361,-0.0,0.0,0.0
40,4,3.66328,-0.0,0.0,0.0
41,4,3.66361,-0.0,0.0,0.0
42,4,3.66328,-0.0,0.0,0.0
43,4,3.66296,-0.0,0.0,0.0
44,4,3.6628,-0.0,0.0,0.0
45,4,3.6628,-0.0,0.0,0.0
46,4,3.6628,-0.0,0.0,0.0
47,4,3.66264,-0.0,0.0,0.0
48,4,3.66248,-0.0,0.0,0.0
49,4,3.66215,-0.0,0.0,0.0
50,4,3.66183,-0.0,0.0,0.0
51,4,3.66183,-0.0,0.0,0.0
52,4,3.66167,-0.0,0.0,0.0
53,4,3.66199,-0.0,0.0,0.0
54,4,3.66167,-0.0,0.0,0.0
55,4,3.66118,-0.0,0.0,0.0
56,4,3.66118,-0.0,0.0,0.0
57,4,3.66118,-0.0,0.0,0.0
58,4,3.66086,-0.0,0.0,0.0
59,4,3.66086,-0.0,0.0,0.0
60,4,3.66086,-0.0,0.0,0.0
61,4,3.66038,-0.0,0.0,0.0
62,4,3.66021,-0.0,0.0,0.0
63,4,3.66038,-0.0,0.0,0.0
64,4,3.66038,-0.0,0.0,0.0
65,4,3.65989,-0.0,0.0,0.0
66,4,3.65957,-0.0,0.0,0.0
67,4,3.65957,-0.0,0.0,0.0
68,4,3.65957,-0.0,0.0,0.0
69,4,3.65941,-0.0,0.0,0.0
70,4,3.65908,-0.0,0.0,0.0
71,4,3.65892,-0.0,0.0,0.0
72,4,3.6586,-0.0,0.0,0.0
73,4,3.6586,-0.0,0.0,0.0
74,4,3.6586,-0.0,0.0,0.0
75,4,3.65827,-0.0,0.0,0.0
76,4,3.6586,-0.0,0.0,0.0
77,4,3.65795,-0.0,0.0,0.0
78,4,3.65827,-0.0,0.0,0.0
79,4,3.65779,-0.0,0.0,0.0
80,4,3.65795,-0.0,0.0,0.0
81,4,3.65779,-0.0,0.0,0.0
82,4,3.65763,-0.0,0.0,0.0
83,4,3.6573,-0.0,0.0,0.0
84,4,3.65698,-0.0,0.0,0.0
85,4,3.6573,-0.0,0.0,0.0
86,4,3.6573,-0.0,0.0,0.0
87,4,3.65698,-0.0,0.0,0.0
88,4,3.65698,-0.0,0.0,0.0
89,4,3.6565,-0.0,0.0,0.0
90,4,3.6565,-0.0,0.0,0.0
91,4,3.65633,-0.0,0.0,0.0
92,4,3.65601,-0.0,0.0,0.0
93,4,3.65601,-0.0,0.0,0.0
94,4,3.65585,-0.0,0.0,0.0
95,4,3.65585,-0.0,0.0,0.0
96,4,3.65536,-0.0,0.0,0.0
97,4,3.65553,-0.0,0.0,0.0
98,4,3.65536,-0.0,0.0,0.0
99,4,3.65504,-0.0,0.0,0.0
100,4,3.65504,-0.0,0.0,0.0
101,4,3.65488,-0.0,0.0,0.0
102,4,3.65488,-0.0,0.0,0.0
103,4,3.65488,-0.0,0.0,0.0
104,4,3.65456,-0.0,0.0,0.0
105,4,3.65423,-0.0,0.0,0.0
106,4,3.65391,-0.0,0.0,0.0
107,4,3.65423,-0.0,0.0,0.0
108,4,3.65407,-0.0,0.0,0.0
109,4,3.65391,-0.0,0.0,0.0
110,4,3.65391,-0.0,0.0,0.0
111,4,3.65359,-0.0,0.0,0.0
112,4,3.65359,-0.0,0.0,0.0
113,4,3.65326,-0.0,0.0,0.0
114,4,3.65342,-0.0,0.0,0.0
115,4,3.6531,-0.0,0.0,0.0
116,4,3.65326,-0.0,0.0,0.0
117,4,3.65294,-0.0,0.0,0.0
118,4,3.6531,-0.0,0.0,0.0
119,4,3.65262,-0.0,0.0,0.0
120,4,3.65246,-0.0,0.0,0.0
121,4,3.65246,-0.0,0.0,0.0
122,4,3.65229,-0.0,0.0,0.0
123,4,3.65246,-0.0,0.0,0.0
124,4,3.65197,-0.0,0.0,0.0
125,4,3.65197,-0.0,0.0,0.0
126,4,3.65165,-0.0,0.0,0.0
127,4,3.65181,-0.0,0.0,0.0
128,4,3.65165,-0.0,0.0,0.0
129,4,3.65149,-0.0,0.0,0.0
130,4,3.65132,-0.0,0.0,0.0
131,4,3.651,-0.0,0.0,0.0
132,4,3.65084,-0.0,0.0,0.0
133,4,3.65084,-0.0,0.0,0.0
134,4,3.65068,-0.0,0.0,0.0
135,4,3.65084,-0.0,0.0,0.0
136,4,3.65068,-0.0,0.0,0.0
137,4,3.65035,-0.0,0.0,0.0
138,4,3.65052,-0.0,0.0,0.0
139,4,3.65019,-0.0,0.0,0.0
140,4,3.65003,-0.0,0.0,0.0
141,4,3.65019,-0.0,0.0,0.0
142,4,3.65035,-0.0,0.0,0.0
143,4,3.64987,-0.0,0.0,0.0
144,4,3.64922,-0.0,0.0,0.0
145,4,3.64955,-0.0,0.0,0.0
146,4,3.64922,-0.0,0.0,0.0
147,4,3.64922,-0.0,0.0,0.0
148,4,3.64938,-0.0,0.0,0.0
149,4,3.64906,-0.0,0.0,0.0
150,4,3.64906,-0.0,0.0,0.0
151,4,3.64874,-0.0,0.0,0.0
152,4,3.6489,-0.0,0.0,0.0
153,4,3.64874,-0.0,0.0,0.0
154,4,3.64874,-0.0,0.0,0.0
155,4,3.64874,-0.0,0.0,0.0
156,5,3.64874,-0.0,0.0,0.0
157,5,3.63047,10.00157,0.0,0.00253
158,5,3.62271,10.00157,0.0,0.00531
